id,class,parents,has_nurs,form,children,housing,finance,social,healths 
6283,priority,pretentious,improper,completed,1,less_conv,convenient,nonprob,recommended
6284,priority,pretentious,improper,completed,1,less_conv,convenient,nonprob,priority
6285,not_recom,pretentious,improper,completed,1,less_conv,convenient,nonprob,not_recom
6286,priority,pretentious,improper,completed,1,less_conv,convenient,slightly_prob,recommended
6287,priority,pretentious,improper,completed,1,less_conv,convenient,slightly_prob,priority
6288,not_recom,pretentious,improper,completed,1,less_conv,convenient,slightly_prob,not_recom
6290,priority,pretentious,improper,completed,1,less_conv,convenient,problematic,priority
6291,not_recom,pretentious,improper,completed,1,less_conv,convenient,problematic,not_recom
6293,priority,pretentious,improper,completed,1,less_conv,inconv,nonprob,priority
6294,not_recom,pretentious,improper,completed,1,less_conv,inconv,nonprob,not_recom
6295,priority,pretentious,improper,completed,1,less_conv,inconv,slightly_prob,recommended
6297,not_recom,pretentious,improper,completed,1,less_conv,inconv,slightly_prob,not_recom
6298,priority,pretentious,improper,completed,1,less_conv,inconv,problematic,recommended
6299,priority,pretentious,improper,completed,1,less_conv,inconv,problematic,priority
6300,not_recom,pretentious,improper,completed,1,less_conv,inconv,problematic,not_recom
6301,priority,pretentious,improper,completed,1,critical,convenient,nonprob,recommended
6302,spec_prior,pretentious,improper,completed,1,critical,convenient,nonprob,priority
6303,not_recom,pretentious,improper,completed,1,critical,convenient,nonprob,not_recom
6304,priority,pretentious,improper,completed,1,critical,convenient,slightly_prob,recommended
6305,spec_prior,pretentious,improper,completed,1,critical,convenient,slightly_prob,priority
6307,spec_prior,pretentious,improper,completed,1,critical,convenient,problematic,recommended
6308,spec_prior,pretentious,improper,completed,1,critical,convenient,problematic,priority
6309,not_recom,pretentious,improper,completed,1,critical,convenient,problematic,not_recom
6310,priority,pretentious,improper,completed,1,critical,inconv,nonprob,recommended
6311,spec_prior,pretentious,improper,completed,1,critical,inconv,nonprob,priority
6314,spec_prior,pretentious,improper,completed,1,critical,inconv,slightly_prob,priority
6316,spec_prior,pretentious,improper,completed,1,critical,inconv,problematic,recommended
6317,spec_prior,pretentious,improper,completed,1,critical,inconv,problematic,priority
6318,not_recom,pretentious,improper,completed,1,critical,inconv,problematic,not_recom
6320,priority,pretentious,improper,completed,2,convenient,convenient,nonprob,priority
6321,not_recom,pretentious,improper,completed,2,convenient,convenient,nonprob,not_recom
6322,priority,pretentious,improper,completed,2,convenient,convenient,slightly_prob,recommended
6323,priority,pretentious,improper,completed,2,convenient,convenient,slightly_prob,priority
6324,not_recom,pretentious,improper,completed,2,convenient,convenient,slightly_prob,not_recom
6325,priority,pretentious,improper,completed,2,convenient,convenient,problematic,recommended
6326,priority,pretentious,improper,completed,2,convenient,convenient,problematic,priority
6327,not_recom,pretentious,improper,completed,2,convenient,convenient,problematic,not_recom
6328,priority,pretentious,improper,completed,2,convenient,inconv,nonprob,recommended
6330,not_recom,pretentious,improper,completed,2,convenient,inconv,nonprob,not_recom
6331,priority,pretentious,improper,completed,2,convenient,inconv,slightly_prob,recommended
6332,priority,pretentious,improper,completed,2,convenient,inconv,slightly_prob,priority
6333,not_recom,pretentious,improper,completed,2,convenient,inconv,slightly_prob,not_recom
6334,priority,pretentious,improper,completed,2,convenient,inconv,problematic,recommended
6335,priority,pretentious,improper,completed,2,convenient,inconv,problematic,priority
6336,not_recom,pretentious,improper,completed,2,convenient,inconv,problematic,not_recom
6337,priority,pretentious,improper,completed,2,less_conv,convenient,nonprob,recommended
6338,priority,pretentious,improper,completed,2,less_conv,convenient,nonprob,priority
6339,not_recom,pretentious,improper,completed,2,less_conv,convenient,nonprob,not_recom
6340,priority,pretentious,improper,completed,2,less_conv,convenient,slightly_prob,recommended
6341,priority,pretentious,improper,completed,2,less_conv,convenient,slightly_prob,priority
6342,not_recom,pretentious,improper,completed,2,less_conv,convenient,slightly_prob,not_recom
6343,priority,pretentious,improper,completed,2,less_conv,convenient,problematic,recommended
6344,priority,pretentious,improper,completed,2,less_conv,convenient,problematic,priority
6345,not_recom,pretentious,improper,completed,2,less_conv,convenient,problematic,not_recom
6347,priority,pretentious,improper,completed,2,less_conv,inconv,nonprob,priority
6348,not_recom,pretentious,improper,completed,2,less_conv,inconv,nonprob,not_recom
6350,priority,pretentious,improper,completed,2,less_conv,inconv,slightly_prob,priority
6352,priority,pretentious,improper,completed,2,less_conv,inconv,problematic,recommended
6354,not_recom,pretentious,improper,completed,2,less_conv,inconv,problematic,not_recom
6355,priority,pretentious,improper,completed,2,critical,convenient,nonprob,recommended
6356,spec_prior,pretentious,improper,completed,2,critical,convenient,nonprob,priority
6357,not_recom,pretentious,improper,completed,2,critical,convenient,nonprob,not_recom
6358,priority,pretentious,improper,completed,2,critical,convenient,slightly_prob,recommended
6360,not_recom,pretentious,improper,completed,2,critical,convenient,slightly_prob,not_recom
6361,spec_prior,pretentious,improper,completed,2,critical,convenient,problematic,recommended
6362,spec_prior,pretentious,improper,completed,2,critical,convenient,problematic,priority
6363,not_recom,pretentious,improper,completed,2,critical,convenient,problematic,not_recom
6364,priority,pretentious,improper,completed,2,critical,inconv,nonprob,recommended
6365,spec_prior,pretentious,improper,completed,2,critical,inconv,nonprob,priority
6366,not_recom,pretentious,improper,completed,2,critical,inconv,nonprob,not_recom
6367,priority,pretentious,improper,completed,2,critical,inconv,slightly_prob,recommended
6368,spec_prior,pretentious,improper,completed,2,critical,inconv,slightly_prob,priority
6369,not_recom,pretentious,improper,completed,2,critical,inconv,slightly_prob,not_recom
6370,spec_prior,pretentious,improper,completed,2,critical,inconv,problematic,recommended
6371,spec_prior,pretentious,improper,completed,2,critical,inconv,problematic,priority
6372,not_recom,pretentious,improper,completed,2,critical,inconv,problematic,not_recom
6374,priority,pretentious,improper,completed,3,convenient,convenient,nonprob,priority
6375,not_recom,pretentious,improper,completed,3,convenient,convenient,nonprob,not_recom
6376,priority,pretentious,improper,completed,3,convenient,convenient,slightly_prob,recommended
6378,not_recom,pretentious,improper,completed,3,convenient,convenient,slightly_prob,not_recom
6379,priority,pretentious,improper,completed,3,convenient,convenient,problematic,recommended
6383,spec_prior,pretentious,improper,completed,3,convenient,inconv,nonprob,priority
6384,not_recom,pretentious,improper,completed,3,convenient,inconv,nonprob,not_recom
6385,priority,pretentious,improper,completed,3,convenient,inconv,slightly_prob,recommended
6386,spec_prior,pretentious,improper,completed,3,convenient,inconv,slightly_prob,priority
6387,not_recom,pretentious,improper,completed,3,convenient,inconv,slightly_prob,not_recom
6388,spec_prior,pretentious,improper,completed,3,convenient,inconv,problematic,recommended
6389,spec_prior,pretentious,improper,completed,3,convenient,inconv,problematic,priority
6390,not_recom,pretentious,improper,completed,3,convenient,inconv,problematic,not_recom
6391,priority,pretentious,improper,completed,3,less_conv,convenient,nonprob,recommended
6393,not_recom,pretentious,improper,completed,3,less_conv,convenient,nonprob,not_recom
6395,spec_prior,pretentious,improper,completed,3,less_conv,convenient,slightly_prob,priority
6398,spec_prior,pretentious,improper,completed,3,less_conv,convenient,problematic,priority
6399,not_recom,pretentious,improper,completed,3,less_conv,convenient,problematic,not_recom
6400,priority,pretentious,improper,completed,3,less_conv,inconv,nonprob,recommended
6401,spec_prior,pretentious,improper,completed,3,less_conv,inconv,nonprob,priority
6402,not_recom,pretentious,improper,completed,3,less_conv,inconv,nonprob,not_recom
6403,priority,pretentious,improper,completed,3,less_conv,inconv,slightly_prob,recommended
6404,spec_prior,pretentious,improper,completed,3,less_conv,inconv,slightly_prob,priority
6405,not_recom,pretentious,improper,completed,3,less_conv,inconv,slightly_prob,not_recom
6408,not_recom,pretentious,improper,completed,3,less_conv,inconv,problematic,not_recom
6409,priority,pretentious,improper,completed,3,critical,convenient,nonprob,recommended
6410,spec_prior,pretentious,improper,completed,3,critical,convenient,nonprob,priority
6411,not_recom,pretentious,improper,completed,3,critical,convenient,nonprob,not_recom
6412,priority,pretentious,improper,completed,3,critical,convenient,slightly_prob,recommended
6413,spec_prior,pretentious,improper,completed,3,critical,convenient,slightly_prob,priority
6414,not_recom,pretentious,improper,completed,3,critical,convenient,slightly_prob,not_recom
6415,spec_prior,pretentious,improper,completed,3,critical,convenient,problematic,recommended
6416,spec_prior,pretentious,improper,completed,3,critical,convenient,problematic,priority
6418,priority,pretentious,improper,completed,3,critical,inconv,nonprob,recommended
6419,spec_prior,pretentious,improper,completed,3,critical,inconv,nonprob,priority
6420,not_recom,pretentious,improper,completed,3,critical,inconv,nonprob,not_recom
6422,spec_prior,pretentious,improper,completed,3,critical,inconv,slightly_prob,priority
6424,spec_prior,pretentious,improper,completed,3,critical,inconv,problematic,recommended
6425,spec_prior,pretentious,improper,completed,3,critical,inconv,problematic,priority
6428,priority,pretentious,improper,completed,more,convenient,convenient,nonprob,priority
6429,not_recom,pretentious,improper,completed,more,convenient,convenient,nonprob,not_recom
6431,priority,pretentious,improper,completed,more,convenient,convenient,slightly_prob,priority
6432,not_recom,pretentious,improper,completed,more,convenient,convenient,slightly_prob,not_recom
6433,priority,pretentious,improper,completed,more,convenient,convenient,problematic,recommended
6436,priority,pretentious,improper,completed,more,convenient,inconv,nonprob,recommended
6437,spec_prior,pretentious,improper,completed,more,convenient,inconv,nonprob,priority
6438,not_recom,pretentious,improper,completed,more,convenient,inconv,nonprob,not_recom
6439,priority,pretentious,improper,completed,more,convenient,inconv,slightly_prob,recommended
6440,spec_prior,pretentious,improper,completed,more,convenient,inconv,slightly_prob,priority
6441,not_recom,pretentious,improper,completed,more,convenient,inconv,slightly_prob,not_recom
6442,spec_prior,pretentious,improper,completed,more,convenient,inconv,problematic,recommended
6444,not_recom,pretentious,improper,completed,more,convenient,inconv,problematic,not_recom
6445,priority,pretentious,improper,completed,more,less_conv,convenient,nonprob,recommended
6446,spec_prior,pretentious,improper,completed,more,less_conv,convenient,nonprob,priority
6448,priority,pretentious,improper,completed,more,less_conv,convenient,slightly_prob,recommended
6449,spec_prior,pretentious,improper,completed,more,less_conv,convenient,slightly_prob,priority
6450,not_recom,pretentious,improper,completed,more,less_conv,convenient,slightly_prob,not_recom
6451,spec_prior,pretentious,improper,completed,more,less_conv,convenient,problematic,recommended
6452,spec_prior,pretentious,improper,completed,more,less_conv,convenient,problematic,priority
6453,not_recom,pretentious,improper,completed,more,less_conv,convenient,problematic,not_recom
6454,priority,pretentious,improper,completed,more,less_conv,inconv,nonprob,recommended
6455,spec_prior,pretentious,improper,completed,more,less_conv,inconv,nonprob,priority
6456,not_recom,pretentious,improper,completed,more,less_conv,inconv,nonprob,not_recom
6460,spec_prior,pretentious,improper,completed,more,less_conv,inconv,problematic,recommended
6461,spec_prior,pretentious,improper,completed,more,less_conv,inconv,problematic,priority
6462,not_recom,pretentious,improper,completed,more,less_conv,inconv,problematic,not_recom
6463,priority,pretentious,improper,completed,more,critical,convenient,nonprob,recommended
6465,not_recom,pretentious,improper,completed,more,critical,convenient,nonprob,not_recom
6466,priority,pretentious,improper,completed,more,critical,convenient,slightly_prob,recommended
6468,not_recom,pretentious,improper,completed,more,critical,convenient,slightly_prob,not_recom
6469,spec_prior,pretentious,improper,completed,more,critical,convenient,problematic,recommended
6470,spec_prior,pretentious,improper,completed,more,critical,convenient,problematic,priority
6471,not_recom,pretentious,improper,completed,more,critical,convenient,problematic,not_recom
6472,priority,pretentious,improper,completed,more,critical,inconv,nonprob,recommended
6473,spec_prior,pretentious,improper,completed,more,critical,inconv,nonprob,priority
6474,not_recom,pretentious,improper,completed,more,critical,inconv,nonprob,not_recom
6475,priority,pretentious,improper,completed,more,critical,inconv,slightly_prob,recommended
6476,spec_prior,pretentious,improper,completed,more,critical,inconv,slightly_prob,priority
6477,not_recom,pretentious,improper,completed,more,critical,inconv,slightly_prob,not_recom
6478,spec_prior,pretentious,improper,completed,more,critical,inconv,problematic,recommended
6479,spec_prior,pretentious,improper,completed,more,critical,inconv,problematic,priority
6480,not_recom,pretentious,improper,completed,more,critical,inconv,problematic,not_recom
6481,priority,pretentious,improper,incomplete,1,convenient,convenient,nonprob,recommended
6483,not_recom,pretentious,improper,incomplete,1,convenient,convenient,nonprob,not_recom
6484,priority,pretentious,improper,incomplete,1,convenient,convenient,slightly_prob,recommended
6485,priority,pretentious,improper,incomplete,1,convenient,convenient,slightly_prob,priority
6486,not_recom,pretentious,improper,incomplete,1,convenient,convenient,slightly_prob,not_recom
6488,priority,pretentious,improper,incomplete,1,convenient,convenient,problematic,priority
6489,not_recom,pretentious,improper,incomplete,1,convenient,convenient,problematic,not_recom
6491,priority,pretentious,improper,incomplete,1,convenient,inconv,nonprob,priority
6493,priority,pretentious,improper,incomplete,1,convenient,inconv,slightly_prob,recommended
6495,not_recom,pretentious,improper,incomplete,1,convenient,inconv,slightly_prob,not_recom
6501,not_recom,pretentious,improper,incomplete,1,less_conv,convenient,nonprob,not_recom
6502,priority,pretentious,improper,incomplete,1,less_conv,convenient,slightly_prob,recommended
6504,not_recom,pretentious,improper,incomplete,1,less_conv,convenient,slightly_prob,not_recom
6505,priority,pretentious,improper,incomplete,1,less_conv,convenient,problematic,recommended
6506,priority,pretentious,improper,incomplete,1,less_conv,convenient,problematic,priority
6507,not_recom,pretentious,improper,incomplete,1,less_conv,convenient,problematic,not_recom
6508,priority,pretentious,improper,incomplete,1,less_conv,inconv,nonprob,recommended
6509,priority,pretentious,improper,incomplete,1,less_conv,inconv,nonprob,priority
6511,priority,pretentious,improper,incomplete,1,less_conv,inconv,slightly_prob,recommended
6512,priority,pretentious,improper,incomplete,1,less_conv,inconv,slightly_prob,priority
6513,not_recom,pretentious,improper,incomplete,1,less_conv,inconv,slightly_prob,not_recom
6514,priority,pretentious,improper,incomplete,1,less_conv,inconv,problematic,recommended
6515,priority,pretentious,improper,incomplete,1,less_conv,inconv,problematic,priority
6517,priority,pretentious,improper,incomplete,1,critical,convenient,nonprob,recommended
6518,spec_prior,pretentious,improper,incomplete,1,critical,convenient,nonprob,priority
6519,not_recom,pretentious,improper,incomplete,1,critical,convenient,nonprob,not_recom
6520,priority,pretentious,improper,incomplete,1,critical,convenient,slightly_prob,recommended
6521,spec_prior,pretentious,improper,incomplete,1,critical,convenient,slightly_prob,priority
6523,spec_prior,pretentious,improper,incomplete,1,critical,convenient,problematic,recommended
6524,spec_prior,pretentious,improper,incomplete,1,critical,convenient,problematic,priority
6525,not_recom,pretentious,improper,incomplete,1,critical,convenient,problematic,not_recom
6526,priority,pretentious,improper,incomplete,1,critical,inconv,nonprob,recommended
6527,spec_prior,pretentious,improper,incomplete,1,critical,inconv,nonprob,priority
6528,not_recom,pretentious,improper,incomplete,1,critical,inconv,nonprob,not_recom
6530,spec_prior,pretentious,improper,incomplete,1,critical,inconv,slightly_prob,priority
6531,not_recom,pretentious,improper,incomplete,1,critical,inconv,slightly_prob,not_recom
6532,spec_prior,pretentious,improper,incomplete,1,critical,inconv,problematic,recommended
6533,spec_prior,pretentious,improper,incomplete,1,critical,inconv,problematic,priority
6534,not_recom,pretentious,improper,incomplete,1,critical,inconv,problematic,not_recom
6535,priority,pretentious,improper,incomplete,2,convenient,convenient,nonprob,recommended
6536,priority,pretentious,improper,incomplete,2,convenient,convenient,nonprob,priority
6538,priority,pretentious,improper,incomplete,2,convenient,convenient,slightly_prob,recommended
6539,priority,pretentious,improper,incomplete,2,convenient,convenient,slightly_prob,priority
6540,not_recom,pretentious,improper,incomplete,2,convenient,convenient,slightly_prob,not_recom
6541,priority,pretentious,improper,incomplete,2,convenient,convenient,problematic,recommended
6545,spec_prior,pretentious,improper,incomplete,2,convenient,inconv,nonprob,priority
6546,not_recom,pretentious,improper,incomplete,2,convenient,inconv,nonprob,not_recom
6548,spec_prior,pretentious,improper,incomplete,2,convenient,inconv,slightly_prob,priority
6549,not_recom,pretentious,improper,incomplete,2,convenient,inconv,slightly_prob,not_recom
6550,spec_prior,pretentious,improper,incomplete,2,convenient,inconv,problematic,recommended
6551,spec_prior,pretentious,improper,incomplete,2,convenient,inconv,problematic,priority
6552,not_recom,pretentious,improper,incomplete,2,convenient,inconv,problematic,not_recom
6553,priority,pretentious,improper,incomplete,2,less_conv,convenient,nonprob,recommended
6554,spec_prior,pretentious,improper,incomplete,2,less_conv,convenient,nonprob,priority
6556,priority,pretentious,improper,incomplete,2,less_conv,convenient,slightly_prob,recommended
6557,spec_prior,pretentious,improper,incomplete,2,less_conv,convenient,slightly_prob,priority
6559,spec_prior,pretentious,improper,incomplete,2,less_conv,convenient,problematic,recommended
6561,not_recom,pretentious,improper,incomplete,2,less_conv,convenient,problematic,not_recom
6562,priority,pretentious,improper,incomplete,2,less_conv,inconv,nonprob,recommended
6563,spec_prior,pretentious,improper,incomplete,2,less_conv,inconv,nonprob,priority
6564,not_recom,pretentious,improper,incomplete,2,less_conv,inconv,nonprob,not_recom
6565,priority,pretentious,improper,incomplete,2,less_conv,inconv,slightly_prob,recommended
6566,spec_prior,pretentious,improper,incomplete,2,less_conv,inconv,slightly_prob,priority
6567,not_recom,pretentious,improper,incomplete,2,less_conv,inconv,slightly_prob,not_recom
6570,not_recom,pretentious,improper,incomplete,2,less_conv,inconv,problematic,not_recom
6571,priority,pretentious,improper,incomplete,2,critical,convenient,nonprob,recommended
6573,not_recom,pretentious,improper,incomplete,2,critical,convenient,nonprob,not_recom
6574,priority,pretentious,improper,incomplete,2,critical,convenient,slightly_prob,recommended
6575,spec_prior,pretentious,improper,incomplete,2,critical,convenient,slightly_prob,priority
6576,not_recom,pretentious,improper,incomplete,2,critical,convenient,slightly_prob,not_recom
6578,spec_prior,pretentious,improper,incomplete,2,critical,convenient,problematic,priority
6579,not_recom,pretentious,improper,incomplete,2,critical,convenient,problematic,not_recom
6580,priority,pretentious,improper,incomplete,2,critical,inconv,nonprob,recommended
6582,not_recom,pretentious,improper,incomplete,2,critical,inconv,nonprob,not_recom
6583,priority,pretentious,improper,incomplete,2,critical,inconv,slightly_prob,recommended
6584,spec_prior,pretentious,improper,incomplete,2,critical,inconv,slightly_prob,priority
6585,not_recom,pretentious,improper,incomplete,2,critical,inconv,slightly_prob,not_recom
6586,spec_prior,pretentious,improper,incomplete,2,critical,inconv,problematic,recommended
6587,spec_prior,pretentious,improper,incomplete,2,critical,inconv,problematic,priority
6589,priority,pretentious,improper,incomplete,3,convenient,convenient,nonprob,recommended
6590,priority,pretentious,improper,incomplete,3,convenient,convenient,nonprob,priority
6591,not_recom,pretentious,improper,incomplete,3,convenient,convenient,nonprob,not_recom
6592,priority,pretentious,improper,incomplete,3,convenient,convenient,slightly_prob,recommended
6593,priority,pretentious,improper,incomplete,3,convenient,convenient,slightly_prob,priority
6595,priority,pretentious,improper,incomplete,3,convenient,convenient,problematic,recommended
6596,priority,pretentious,improper,incomplete,3,convenient,convenient,problematic,priority
6597,not_recom,pretentious,improper,incomplete,3,convenient,convenient,problematic,not_recom
6598,priority,pretentious,improper,incomplete,3,convenient,inconv,nonprob,recommended
6599,spec_prior,pretentious,improper,incomplete,3,convenient,inconv,nonprob,priority
6601,priority,pretentious,improper,incomplete,3,convenient,inconv,slightly_prob,recommended
6602,spec_prior,pretentious,improper,incomplete,3,convenient,inconv,slightly_prob,priority
6603,not_recom,pretentious,improper,incomplete,3,convenient,inconv,slightly_prob,not_recom
6605,spec_prior,pretentious,improper,incomplete,3,convenient,inconv,problematic,priority
6606,not_recom,pretentious,improper,incomplete,3,convenient,inconv,problematic,not_recom
6608,spec_prior,pretentious,improper,incomplete,3,less_conv,convenient,nonprob,priority
6609,not_recom,pretentious,improper,incomplete,3,less_conv,convenient,nonprob,not_recom
6611,spec_prior,pretentious,improper,incomplete,3,less_conv,convenient,slightly_prob,priority
6612,not_recom,pretentious,improper,incomplete,3,less_conv,convenient,slightly_prob,not_recom
6613,spec_prior,pretentious,improper,incomplete,3,less_conv,convenient,problematic,recommended
6615,not_recom,pretentious,improper,incomplete,3,less_conv,convenient,problematic,not_recom
6616,priority,pretentious,improper,incomplete,3,less_conv,inconv,nonprob,recommended
6618,not_recom,pretentious,improper,incomplete,3,less_conv,inconv,nonprob,not_recom
6619,priority,pretentious,improper,incomplete,3,less_conv,inconv,slightly_prob,recommended
6622,spec_prior,pretentious,improper,incomplete,3,less_conv,inconv,problematic,recommended
6623,spec_prior,pretentious,improper,incomplete,3,less_conv,inconv,problematic,priority
6624,not_recom,pretentious,improper,incomplete,3,less_conv,inconv,problematic,not_recom
6625,priority,pretentious,improper,incomplete,3,critical,convenient,nonprob,recommended
6626,spec_prior,pretentious,improper,incomplete,3,critical,convenient,nonprob,priority
6627,not_recom,pretentious,improper,incomplete,3,critical,convenient,nonprob,not_recom
6629,spec_prior,pretentious,improper,incomplete,3,critical,convenient,slightly_prob,priority
6630,not_recom,pretentious,improper,incomplete,3,critical,convenient,slightly_prob,not_recom
6632,spec_prior,pretentious,improper,incomplete,3,critical,convenient,problematic,priority
6633,not_recom,pretentious,improper,incomplete,3,critical,convenient,problematic,not_recom
6634,priority,pretentious,improper,incomplete,3,critical,inconv,nonprob,recommended
6635,spec_prior,pretentious,improper,incomplete,3,critical,inconv,nonprob,priority
6636,not_recom,pretentious,improper,incomplete,3,critical,inconv,nonprob,not_recom
6638,spec_prior,pretentious,improper,incomplete,3,critical,inconv,slightly_prob,priority
6639,not_recom,pretentious,improper,incomplete,3,critical,inconv,slightly_prob,not_recom
6640,spec_prior,pretentious,improper,incomplete,3,critical,inconv,problematic,recommended
6641,spec_prior,pretentious,improper,incomplete,3,critical,inconv,problematic,priority
6642,not_recom,pretentious,improper,incomplete,3,critical,inconv,problematic,not_recom
6643,priority,pretentious,improper,incomplete,more,convenient,convenient,nonprob,recommended
6644,priority,pretentious,improper,incomplete,more,convenient,convenient,nonprob,priority
6645,not_recom,pretentious,improper,incomplete,more,convenient,convenient,nonprob,not_recom
6646,priority,pretentious,improper,incomplete,more,convenient,convenient,slightly_prob,recommended
6647,priority,pretentious,improper,incomplete,more,convenient,convenient,slightly_prob,priority
6648,not_recom,pretentious,improper,incomplete,more,convenient,convenient,slightly_prob,not_recom
6649,priority,pretentious,improper,incomplete,more,convenient,convenient,problematic,recommended
6650,priority,pretentious,improper,incomplete,more,convenient,convenient,problematic,priority
6652,priority,pretentious,improper,incomplete,more,convenient,inconv,nonprob,recommended
6653,spec_prior,pretentious,improper,incomplete,more,convenient,inconv,nonprob,priority
6655,priority,pretentious,improper,incomplete,more,convenient,inconv,slightly_prob,recommended
6656,spec_prior,pretentious,improper,incomplete,more,convenient,inconv,slightly_prob,priority
6657,not_recom,pretentious,improper,incomplete,more,convenient,inconv,slightly_prob,not_recom
6658,spec_prior,pretentious,improper,incomplete,more,convenient,inconv,problematic,recommended
6659,spec_prior,pretentious,improper,incomplete,more,convenient,inconv,problematic,priority
6660,not_recom,pretentious,improper,incomplete,more,convenient,inconv,problematic,not_recom
6661,priority,pretentious,improper,incomplete,more,less_conv,convenient,nonprob,recommended
6662,spec_prior,pretentious,improper,incomplete,more,less_conv,convenient,nonprob,priority
6663,not_recom,pretentious,improper,incomplete,more,less_conv,convenient,nonprob,not_recom
6666,not_recom,pretentious,improper,incomplete,more,less_conv,convenient,slightly_prob,not_recom
6667,spec_prior,pretentious,improper,incomplete,more,less_conv,convenient,problematic,recommended
6668,spec_prior,pretentious,improper,incomplete,more,less_conv,convenient,problematic,priority
6669,not_recom,pretentious,improper,incomplete,more,less_conv,convenient,problematic,not_recom
6670,priority,pretentious,improper,incomplete,more,less_conv,inconv,nonprob,recommended
6671,spec_prior,pretentious,improper,incomplete,more,less_conv,inconv,nonprob,priority
6672,not_recom,pretentious,improper,incomplete,more,less_conv,inconv,nonprob,not_recom
6675,not_recom,pretentious,improper,incomplete,more,less_conv,inconv,slightly_prob,not_recom
6676,spec_prior,pretentious,improper,incomplete,more,less_conv,inconv,problematic,recommended
6677,spec_prior,pretentious,improper,incomplete,more,less_conv,inconv,problematic,priority
6678,not_recom,pretentious,improper,incomplete,more,less_conv,inconv,problematic,not_recom
6679,priority,pretentious,improper,incomplete,more,critical,convenient,nonprob,recommended
6682,priority,pretentious,improper,incomplete,more,critical,convenient,slightly_prob,recommended
6683,spec_prior,pretentious,improper,incomplete,more,critical,convenient,slightly_prob,priority
6684,not_recom,pretentious,improper,incomplete,more,critical,convenient,slightly_prob,not_recom
6687,not_recom,pretentious,improper,incomplete,more,critical,convenient,problematic,not_recom
6688,priority,pretentious,improper,incomplete,more,critical,inconv,nonprob,recommended
6689,spec_prior,pretentious,improper,incomplete,more,critical,inconv,nonprob,priority
6690,not_recom,pretentious,improper,incomplete,more,critical,inconv,nonprob,not_recom
6691,priority,pretentious,improper,incomplete,more,critical,inconv,slightly_prob,recommended
6692,spec_prior,pretentious,improper,incomplete,more,critical,inconv,slightly_prob,priority
6693,not_recom,pretentious,improper,incomplete,more,critical,inconv,slightly_prob,not_recom
6695,spec_prior,pretentious,improper,incomplete,more,critical,inconv,problematic,priority
6696,not_recom,pretentious,improper,incomplete,more,critical,inconv,problematic,not_recom
6697,priority,pretentious,improper,foster,1,convenient,convenient,nonprob,recommended
6698,priority,pretentious,improper,foster,1,convenient,convenient,nonprob,priority
6699,not_recom,pretentious,improper,foster,1,convenient,convenient,nonprob,not_recom
6700,priority,pretentious,improper,foster,1,convenient,convenient,slightly_prob,recommended
6701,priority,pretentious,improper,foster,1,convenient,convenient,slightly_prob,priority
6702,not_recom,pretentious,improper,foster,1,convenient,convenient,slightly_prob,not_recom
6703,priority,pretentious,improper,foster,1,convenient,convenient,problematic,recommended
6704,priority,pretentious,improper,foster,1,convenient,convenient,problematic,priority
6705,not_recom,pretentious,improper,foster,1,convenient,convenient,problematic,not_recom
6707,spec_prior,pretentious,improper,foster,1,convenient,inconv,nonprob,priority
6708,not_recom,pretentious,improper,foster,1,convenient,inconv,nonprob,not_recom
6709,priority,pretentious,improper,foster,1,convenient,inconv,slightly_prob,recommended
6711,not_recom,pretentious,improper,foster,1,convenient,inconv,slightly_prob,not_recom
6712,spec_prior,pretentious,improper,foster,1,convenient,inconv,problematic,recommended
6713,spec_prior,pretentious,improper,foster,1,convenient,inconv,problematic,priority
6714,not_recom,pretentious,improper,foster,1,convenient,inconv,problematic,not_recom
6715,priority,pretentious,improper,foster,1,less_conv,convenient,nonprob,recommended
6717,not_recom,pretentious,improper,foster,1,less_conv,convenient,nonprob,not_recom
6718,priority,pretentious,improper,foster,1,less_conv,convenient,slightly_prob,recommended
6719,spec_prior,pretentious,improper,foster,1,less_conv,convenient,slightly_prob,priority
6720,not_recom,pretentious,improper,foster,1,less_conv,convenient,slightly_prob,not_recom
6721,spec_prior,pretentious,improper,foster,1,less_conv,convenient,problematic,recommended
6722,spec_prior,pretentious,improper,foster,1,less_conv,convenient,problematic,priority
6723,not_recom,pretentious,improper,foster,1,less_conv,convenient,problematic,not_recom
6724,priority,pretentious,improper,foster,1,less_conv,inconv,nonprob,recommended
6725,spec_prior,pretentious,improper,foster,1,less_conv,inconv,nonprob,priority
6726,not_recom,pretentious,improper,foster,1,less_conv,inconv,nonprob,not_recom
6727,priority,pretentious,improper,foster,1,less_conv,inconv,slightly_prob,recommended
6728,spec_prior,pretentious,improper,foster,1,less_conv,inconv,slightly_prob,priority
6729,not_recom,pretentious,improper,foster,1,less_conv,inconv,slightly_prob,not_recom
6730,spec_prior,pretentious,improper,foster,1,less_conv,inconv,problematic,recommended
6732,not_recom,pretentious,improper,foster,1,less_conv,inconv,problematic,not_recom
6733,priority,pretentious,improper,foster,1,critical,convenient,nonprob,recommended
6734,spec_prior,pretentious,improper,foster,1,critical,convenient,nonprob,priority
6736,priority,pretentious,improper,foster,1,critical,convenient,slightly_prob,recommended
6737,spec_prior,pretentious,improper,foster,1,critical,convenient,slightly_prob,priority
6738,not_recom,pretentious,improper,foster,1,critical,convenient,slightly_prob,not_recom
